gene,logfc,pval_adj,cluster
BGLAP,0.11508848,0.9999385390617149,2
C1orf200,-0.033547018,0.9999385390617149,2
C17orf107,-0.13169424,0.9999385390617149,2
RP11-192H23.4,-0.044182554,0.9999385390617149,2
SEZ6L,0.03473197,0.9999385390617149,2
TGFB3,-0.15517277,0.9999385390617149,2
PBLD,-0.1703303,0.9999385390617149,2
EML5,-0.050127316,0.9999385390617149,2
MYO18A,0.058447126,0.9999385390617149,2
MST1,-0.18862537,0.9999385390617149,2
AC007386.2,-0.24286383,0.9999385390617149,2
CPT1B,-0.07263264,0.9999385390617149,2
AC004447.2,0.012981931,0.9999385390617149,2
MFSD2B,-0.08930483,0.9999385390617149,2
RP11-72M17.1,-0.39367917,0.9999385390617149,2
AC016757.3,-0.18514608,0.9999385390617149,2
AKR1E2,-0.077241376,0.9999385390617149,2
TMEM117,-0.19101402,0.9999385390617149,2
POLE2,-0.41117036,0.9999385390617149,2
ZNF624,-0.12642276,0.9999385390617149,2
AC022498.1,-0.25810587,0.9999385390617149,2
CTC-273B12.10,-0.31108522,0.9999385390617149,2
AURKA,-0.12762916,0.9999385390617149,2
RP11-483I13.5,-0.32716072,0.9999385390617149,2
RP11-128M1.1,-0.17786361,0.9999385390617149,2
RP11-385F5.5,-0.10469729,0.9999385390617149,2
PTPLA,-0.14408939,0.9999385390617149,2
ATP8B1,-0.2983843,0.9999385390617149,2
CYB5RL,-0.44750255,0.9999385390617149,2
SMIM5,-0.5002453,0.9999385390617149,2
ZMYM6NB,-0.28970903,0.9999385390617149,2
LRRC20,-0.18846625,0.9999385390617149,2
RP3-508I15.22,-0.27849048,0.9999385390617149,2
USP46-AS1,-0.146143,0.9999385390617149,2
RP11-73O6.3,-0.27396753,0.9999385390617149,2
OCM,-0.29726186,0.9999385390617149,2
CAMSAP2,-0.52385557,0.9999385390617149,2
ARHGAP5-AS1,-0.2792808,0.9999385390617149,2
ACOX2,-0.3728429,0.9999385390617149,2
ARVCF,-0.8786075,0.9999385390617149,2
RNF217,-0.4368854,0.9999385390617149,2
AC069513.4,-0.6435723,0.9999385390617149,2
ZNF587B,-0.69925165,0.9999385390617149,2
SLC35F3,-0.37376052,0.9999385390617149,2
CTB-12A17.3,-0.5880066,0.9999385390617149,2
SLC4A8,-0.69676334,0.9999385390617149,2
TIGD7,-0.53506756,0.9999385390617149,2
AC022182.1,-0.43461394,0.9999385390617149,2
RP11-775D22.2,-0.39961725,0.9999385390617149,2
ZDHHC23,-0.48759884,0.9999385390617149,2
ANGPTL6,-0.61114913,0.9999385390617149,2
U47924.31,-0.6831879,0.9999385390617149,2
LGALSL,-0.91310453,0.9999385390617149,2
MDK,-0.45344362,0.9999385390617149,2
C11orf95,-0.4119122,0.9999385390617149,2
VANGL1,-0.43254116,0.9999385390617149,2
MCF2L2,-0.35337454,0.9999385390617149,2
AC074117.10,-0.4923621,0.9999385390617149,2
CEP112,-0.60578513,0.9999385390617149,2
JSRP1,-0.4580306,0.9999385390617149,2
AC131097.3,-0.49277568,0.9999385390617149,2
ITGA1,-0.8688483,0.9999385390617149,2
UNC5CL,-0.6398253,0.9999385390617149,2
MTRF1L,-0.01623425,0.9999385390617149,2
GNPDA1,0.13691509,0.9999385390617149,2
RHBDD3,-0.258196,0.9999385390617149,2
C6orf1,0.088009834,0.9999385390617149,2
MTR,-0.013657343,0.9999385390617149,2
TRIM24,0.08489254,0.9999385390617149,2
HELQ,-0.107279696,0.9999385390617149,2
RP11-474G23.3,0.3025398,0.9999385390617149,2
EPS8,0.14230005,0.9999385390617149,2
NUTM2A-AS1,0.038411062,0.9999385390617149,2
hsa-mir-8072,-0.39400917,0.9999385390617149,2
TSPAN32,-0.013916388,0.9999385390617149,2
RP11-58E21.3,-0.35238805,0.9999385390617149,2
KIAA1841,0.0316483,0.9999385390617149,2
SCAF1,0.012753007,0.9999385390617149,2
ZNF862,-0.078940496,0.9999385390617149,2
SPAG4,0.0057884813,0.9999385390617149,2
TMEM110,0.039426684,0.9999385390617149,2
TRIM44,-0.040965516,0.9999385390617149,2
ZBTB33,0.38750762,0.9999385390617149,2
SNX24,-0.16718748,0.9999385390617149,2
AMFR,-0.042140227,0.9999385390617149,2
RBBP8,-0.29396978,0.9999385390617149,2
FUK,-0.19026957,0.9999385390617149,2
STK35,-0.21262655,0.9999385390617149,2
LINC01024,-0.17148465,0.9999385390617149,2
RP11-490O6.2,-0.16460063,0.9999385390617149,2
PBX3,0.14068404,0.9999385390617149,2
DESI2,-0.027237238,0.9999385390617149,2
FOXP4,-0.27353016,0.9999385390617149,2
DLGAP3,-0.27329037,0.9999385390617149,2
SMAD7,-0.28875768,0.9999385390617149,2
TINF2,0.036981773,0.9999385390617149,2
ALG2,-0.03921589,0.9999385390617149,2
ATP6V1D,0.035860304,0.9999385390617149,2
HIF1AN,-0.21641143,0.9999385390617149,2
FTO,-0.20265979,0.9999385390617149,2
NEK8,0.33642113,0.9999385390617149,2
FAM189B,-0.018914677,0.9999385390617149,2
AL645728.1,0.016610818,0.9999385390617149,2
KIAA1586,0.09815254,0.9999385390617149,2
NUCB1,0.017845858,0.9999385390617149,2
KRCC1,-0.064926885,0.9999385390617149,2
GEMIN6,-0.029864796,0.9999385390617149,2
PORCN,-0.14913604,0.9999385390617149,2
EAF1,-0.15807249,0.9999385390617149,2
ISG20L2,0.08372367,0.9999385390617149,2
CKAP5,-0.23610508,0.9999385390617149,2
HIST1H2BN,0.141805,0.9999385390617149,2
TMEM184C,-0.20692176,0.9999385390617149,2
HMGXB3,-0.26304072,0.9999385390617149,2
FAM20B,-0.27087432,0.9999385390617149,2
DNAJC25,-0.24269119,0.9999385390617149,2
USP30-AS1,-0.090962894,0.9999385390617149,2
KCTD6,-0.03112319,0.9999385390617149,2
CEP170,0.03980934,0.9999385390617149,2
CEP164,-0.13227029,0.9999385390617149,2
TMEM154,0.00789412,0.9999385390617149,2
MRPS36,-0.03153139,0.9999385390617149,2
SIAH1,-0.06830995,0.9999385390617149,2
TBC1D14,-0.056738295,0.9999385390617149,2
CRIPAK,0.27303755,0.9999385390617149,2
ANAPC2,-0.18792439,0.9999385390617149,2
ZNF320,0.111194596,0.9999385390617149,2
DHRS9,0.13521822,0.9999385390617149,2
YTHDC1,0.13006458,0.9999385390617149,2
DYNC2LI1,-0.14125398,0.9999385390617149,2
ZNF341,-0.05849384,0.9999385390617149,2
ZNF41,0.07979607,0.9999385390617149,2
F12,-0.029926324,0.9999385390617149,2
PHLPP2,-0.08918933,0.9999385390617149,2
ZNF69,-0.36048236,0.9999385390617149,2
SENP6,0.0032295764,0.9999385390617149,2
RP11-517P14.2,-0.09435784,0.9999385390617149,2
GANC,-0.059251405,0.9999385390617149,2
RP11-5C23.1,-0.09695717,0.9999385390617149,2
ZNRF1,-0.2216548,0.9999385390617149,2
ADCK1,-0.38348642,0.9999385390617149,2
SPIN4,-0.17307527,0.9999385390617149,2
AC092295.7,-0.40531483,0.9999385390617149,2
RP5-894A10.2,-0.32839298,0.9999385390617149,2
RP3-325F22.5,-0.60256046,0.9999385390617149,2
HYAL3,-0.2815699,0.9999385390617149,2
LYSMD4,-0.39803964,0.9999385390617149,2
CTD-2256P15.2,-0.30341795,0.9999385390617149,2
FAM131A,-0.48327294,0.9999385390617149,2
AC061992.2,-0.42108583,0.9999385390617149,2
CCDC180,-0.38516873,0.9999385390617149,2
DKFZP779L1853,-0.49346718,0.9999385390617149,2
SEPT5,-0.75750655,0.9999385390617149,2
TRAF3IP2-AS1,-0.5322843,0.9999385390617149,2
RP11-108P20.1,-0.61187816,0.9999385390617149,2
STXBP3,-0.04868926,0.9999385390617149,2
HDAC8,-0.038267776,0.9999385390617149,2
TYW5,-0.23677994,0.9999385390617149,2
DDOST,-0.010362216,0.9999385390617149,2
EXT2,-0.065159366,0.9999385390617149,2
EDC3,-0.2673186,0.9999385390617149,2
TTI2,-0.2721602,0.9999385390617149,2
CRADD,0.06573646,0.9999385390617149,2
E4F1,-0.030465916,0.9999385390617149,2
FBXO41,-0.002776314,0.9999385390617149,2
CCDC71L,-0.010898824,0.9999385390617149,2
ARHGEF7,0.03214937,0.9999385390617149,2
RP11-473I1.5,0.11669374,0.9999385390617149,2
XYLT1,-0.029785534,0.9999385390617149,2
NQO1,-0.0643279,0.9999385390617149,2
GYS1,-0.17493545,0.9999385390617149,2
FNIP1,-0.08551347,0.9999385390617149,2
PRKCI,-0.2014439,0.9999385390617149,2
RIC8B,-0.05341835,0.9999385390617149,2
ATG2B,-0.13949682,0.9999385390617149,2
POM121C,-0.07305574,0.9999385390617149,2
KIAA0040,-0.1049705,0.9999385390617149,2
ZNF71,-0.11230411,0.9999385390617149,2
ARIH1,-0.17987698,0.9999385390617149,2
ADD1,-0.09018309,0.9999385390617149,2
SLC35F5,0.01515574,0.9999385390617149,2
ZKSCAN1,-0.017189031,0.9999385390617149,2
CLNS1A,-0.019501222,0.9999385390617149,2
C3orf62,-0.04810853,0.9999385390617149,2
CLN8,-0.10763707,0.9999385390617149,2
APC,-0.17705774,0.9999385390617149,2
ST20,0.010333814,0.9999385390617149,2
GSK3B,0.1276008,0.9999385390617149,2
ZNF395,0.0050016236,0.9999385390617149,2
PIK3CA,-0.13569374,0.9999385390617149,2
ARMCX5,-0.31094572,0.9999385390617149,2
EPHX3,-0.120342076,0.9999385390617149,2
RP11-869B15.1,-0.15664302,0.9999385390617149,2
FAM161A,-0.0022052666,0.9999385390617149,2
POLA1,0.75492847,0.9999385390617149,2
LINC00886,1.091715,0.9999385390617149,2
NPTXR,-0.22363721,0.9999385390617149,2
RP11-750H9.5,-0.17007667,0.9999385390617149,2
PLK1,0.18648943,0.9999385390617149,2
FLJ20306,-0.46073088,0.9999385390617149,2
ARHGAP19,-0.22909255,0.9999385390617149,2
RP11-536C5.7,-0.11891601,0.9999385390617149,2
RHBDL1,-0.47228342,0.9999385390617149,2
ZNRF2,-0.26605287,0.9999385390617149,2
PARS2,-0.49428156,0.9999385390617149,2
AC093157.1,-0.22257578,0.9999385390617149,2
AXL,-0.23989108,0.9999385390617149,2
KIFC1,-0.14784709,0.9999385390617149,2
LINC00894,-0.3656534,0.9999385390617149,2
CDNF,-0.5585337,0.9999385390617149,2
RP11-379H18.1,-0.51221055,0.9999385390617149,2
AC096772.6,-0.3017669,0.9999385390617149,2
RP11-367J11.2,-0.26239482,0.9999385390617149,2
CTD-2015H6.3,-0.6197539,0.9999385390617149,2
ZNF653,-0.58773226,0.9999385390617149,2
GAN,-0.4658574,0.9999385390617149,2
RP11-96K19.5,-0.31186002,0.9999385390617149,2
RP5-1148A21.3,-0.28220776,0.9999385390617149,2
RP1-92O14.3,-0.45219254,0.9999385390617149,2
RAD52,-0.6030174,0.9999385390617149,2
KIAA1467,-0.5830259,0.9999385390617149,2
C5orf34,-0.64773524,0.9999385390617149,2
C11orf35,-0.47513804,0.9999385390617149,2
ZNF630,-0.59798896,0.9999385390617149,2
ABCC4,-0.5246813,0.9999385390617149,2
AP003068.23,-0.6574065,0.9999385390617149,2
CPLX1,-0.77050656,0.9999385390617149,2
AC093391.2,-0.5857723,0.9999385390617149,2
BBS10,-0.632147,0.9999385390617149,2
TMTC3,-0.53167015,0.9999385390617149,2
KISS1R,-0.48638043,0.9999385390617149,2
ZNF778,-0.46785322,0.9999385390617149,2
POMK,-0.6941026,0.9999385390617149,2
FSTL1,-0.75365853,0.9999385390617149,2
RP1-28O10.1,-1.243336,0.9999385390617149,2
ROM1,-0.8853212,0.9999385390617149,2
DNM3,-0.6583527,0.9999385390617149,2
SCD5,-0.41936067,0.9999385390617149,2
ZFP41,-0.8810073,0.9999385390617149,2
CXCR1,-0.6905672,0.9999385390617149,2
CHN1,-0.81958985,0.9999385390617149,2
AP000769.7,-0.76095897,0.9999385390617149,2
NCR3LG1,-0.86932945,0.9999385390617149,2
RP11-243J16.7,-0.73687375,0.9999385390617149,2
MSS51,-0.83417135,0.9999385390617149,2
TGFB1I1,-0.905108,0.9999385390617149,2
TRIM2,-0.7224477,0.9999385390617149,2
MMP11,-0.90334964,0.9999385390617149,2
DDX11-AS1,-0.83215034,0.9999385390617149,2
AP4B1-AS1,-0.9152258,0.9999385390617149,2
AC009120.10,-0.7049951,0.9999385390617149,2
LRP6,-1.0769609,0.9999385390617149,2
SYDE2,-0.78680354,0.9999385390617149,2
JAM3,-0.8604014,0.9999385390617149,2
ARFGEF2,-0.13851102,0.9999385390617149,2
PEX10,-0.27689484,0.9999385390617149,2
LRRC42,-0.3423927,0.9999385390617149,2
IL15RA,-0.304522,0.9999385390617149,2
MAML1,0.0025154492,0.9999385390617149,2
FAM204A,0.00863366,0.9999385390617149,2
GID4,-0.07139115,0.9999385390617149,2
RP11-538P18.2,0.29901797,0.9999385390617149,2
BRMS1,-0.013153872,0.9999385390617149,2
ATP6V0C,0.06323369,0.9999385390617149,2
ZC3H7B,-0.09201243,0.9999385390617149,2
GLTSCR1,0.051432848,0.9999385390617149,2
IL3RA,-0.059817728,0.9999385390617149,2
ZNF142,-0.03288515,0.9999385390617149,2
MED18,-0.21044382,0.9999385390617149,2
RACGAP1,-0.06609323,0.9999385390617149,2
HOMER1,-0.15280299,0.9999385390617149,2
CNN3,-0.18509996,0.9999385390617149,2
POP1,-0.047879715,0.9999385390617149,2
C20orf96,-0.18829428,0.9999385390617149,2
FNTB,-0.2411166,0.9999385390617149,2
MFSD9,-0.14305143,0.9999385390617149,2
NFE2L1,-0.027757393,0.9999385390617149,2
ZNF410,-0.07922814,0.9999385390617149,2
AC132872.2,-0.32537907,0.9999385390617149,2
FAM219A,-0.4036179,0.9999385390617149,2
TULP3,-0.49473464,0.9999385390617149,2
DYNC1H1,-0.05674134,0.9999385390617149,2
ZNF562,0.15162188,0.9999385390617149,2
IDUA,-0.5329925,0.9999385390617149,2
BLOC1S3,-0.46102476,0.9999385390617149,2
COX10,-0.1386378,0.9999385390617149,2
PI4K2A,0.028245758,0.9999385390617149,2
GNL2,0.059382617,0.9999385390617149,2
CEP192,0.05775778,0.9999385390617149,2
PICK1,0.0009954008,0.9999385390617149,2
CDK12,0.03605209,0.9999385390617149,2
DHTKD1,0.03001683,0.9999385390617149,2
CLN3-1,0.011750886,0.9999385390617149,2
DDX59,-0.16230316,0.9999385390617149,2
PCSK5,-0.113465376,0.9999385390617149,2
UTP23,-0.13451123,0.9999385390617149,2
ZNF174,-0.15592903,0.9999385390617149,2
COMMD4,0.00889765,0.9999385390617149,2
TPRKB,-0.014073621,0.9999385390617149,2
KPNA4,-0.0609038,0.9999385390617149,2
ACSF3,0.06087255,0.9999385390617149,2
DHX37,-0.17928818,0.9999385390617149,2
CDKN1C,0.22393812,0.9999385390617149,2
RFT1,-0.057038605,0.9999385390617149,2
IMPAD1,0.17838904,0.9999385390617149,2
C4orf29,-0.014852487,0.9999385390617149,2
C8orf44,-0.36461926,0.9999385390617149,2
PTRH2,0.050773125,0.9999385390617149,2
CREB3L4,-0.31506708,0.9999385390617149,2
TPK1,-0.21551384,0.9999385390617149,2
LAMTOR3,-0.05374181,0.9999385390617149,2
TMEM185A,-0.06133872,0.9999385390617149,2
SETD5,-0.039244737,0.9999385390617149,2
MCAT,-0.17541838,0.9999385390617149,2
CPSF3,-0.1410854,0.9999385390617149,2
EP400,-0.23059,0.9999385390617149,2
NDUFS1,0.08660584,0.9999385390617149,2
FICD,-0.19540338,0.9999385390617149,2
CDK14,-0.1444688,0.9999385390617149,2
ATP1B1,-0.19144249,0.9999385390617149,2
CDC42BPB,-0.31721303,0.9999385390617149,2
ADORA2A-AS1,-0.16734114,0.9999385390617149,2
IL24,-0.3933276,0.9999385390617149,2
PRRG2,0.095542945,0.9999385390617149,2
ATP7A,-0.24689886,0.9999385390617149,2
RP11-644F5.11,-0.26744148,0.9999385390617149,2
SENP1,-0.29258034,0.9999385390617149,2
ZNF558,-0.3562636,0.9999385390617149,2
FER,-0.3948854,0.9999385390617149,2
LENG8-AS1,-0.53959334,0.9999385390617149,2
SLC9A8,-0.1778936,0.9999385390617149,2
PAPD7,-0.42289338,0.9999385390617149,2
PGAM5,-0.5245337,0.9999385390617149,2
C18orf32,-0.041039836,0.9999385390617149,2
MAST2,-0.54572034,0.9999385390617149,2
ZNF358,-0.54113793,0.9999385390617149,2
TENM1,-0.5759939,0.9999385390617149,2
USP48,-0.1119531,0.9999385390617149,2
KCNMB4,-0.622866,0.9999385390617149,2
RP11-442H21.2,-0.5925317,0.9999385390617149,2
PTCH1,-0.67926466,0.9999385390617149,2
ST7L,0.08643317,0.9999385390617149,2
KIAA0195,-0.27584907,0.9999385390617149,2
VNN2,-0.11307149,0.9999385390617149,2
FAHD1,-0.11342047,0.9999385390617149,2
SNAPC2,-0.061506532,0.9999385390617149,2
EXOSC2,-0.11928861,0.9999385390617149,2
ARID3B,-0.030264946,0.9999385390617149,2
RMND5B,-0.022520596,0.9999385390617149,2
COQ9,-0.05625734,0.9999385390617149,2
RPRD1B,-0.16972159,0.9999385390617149,2
TTC21B,-0.198135,0.9999385390617149,2
PLK2,0.0091582695,0.9999385390617149,2
ARL5B,-0.21472807,0.9999385390617149,2
DAB2,-0.29319578,0.9999385390617149,2
IL6,-0.29436794,0.9999385390617149,2
HECTD3,-0.30249205,0.9999385390617149,2
AHDC1,-0.30275118,0.9999385390617149,2
XPNPEP3,-0.070618115,0.9999385390617149,2
TCEANC2,-0.4833016,0.9999385390617149,2
RP1-187B23.1,-0.36952218,0.9999385390617149,2
POLR2G,0.019937176,0.9999385390617149,2
CHCHD1,-0.06382858,0.9999385390617149,2
ENOX2,-0.05843348,0.9999385390617149,2
FBXW5,-0.00779008,0.9999385390617149,2
KPNA6,-0.0069664363,0.9999385390617149,2
POMC,-0.061564665,0.9999385390617149,2
TTI1,-0.103341565,0.9999385390617149,2
AC008964.1,-0.11928172,0.9999385390617149,2
SARS2,-0.16505441,0.9999385390617149,2
PIK3CB,-0.17086153,0.9999385390617149,2
TMEM80,-0.09134328,0.9999385390617149,2
ZNF330,-0.05187088,0.9999385390617149,2
PAPSS2,-0.2424215,0.9999385390617149,2
CENPE,0.12420322,0.9999385390617149,2
TMIE,-0.30369654,0.9999385390617149,2
TRAF3IP1,-0.17588882,0.9999385390617149,2
CCDC154,-0.18942226,0.9999385390617149,2
AC004257.3,0.07741562,0.9999385390617149,2
AC005253.2,-0.17544842,0.9999385390617149,2
RP1-315G1.3,0.09040993,0.9999385390617149,2
RP11-367J11.3,-0.084156126,0.9999385390617149,2
ZNF554,-0.28847298,0.9999385390617149,2
TPM2,-0.21519436,0.9999385390617149,2
APOOL,-0.50480074,0.9999385390617149,2
TONSL,-0.24404743,0.9999385390617149,2
PSPN,-0.4324199,0.9999385390617149,2
AL353354.2,-0.42851478,0.9999385390617149,2
SLC16A1-AS1,-0.3217558,0.9999385390617149,2
NAP1L3,-0.5721937,0.9999385390617149,2
RPS10P7,-0.3764005,0.9999385390617149,2
RAB11FIP5,-0.60510695,0.9999385390617149,2
RP11-1114A5.4,-0.7586964,0.9999385390617149,2
RP11-395B7.4,-0.6335273,0.9999385390617149,2
PRRT1,-0.7164091,0.9999385390617149,2
LINC00422,-0.62601274,0.9999385390617149,2
RP11-730K11.1,-0.6411786,0.9999385390617149,2
INCENP,-0.59457725,0.9999385390617149,2
KLHL17,-0.3901212,0.9999385390617149,2
AC104532.4,-0.7609783,0.9999385390617149,2
AC011558.5,-0.61778206,0.9999385390617149,2
CTC-297N7.5,-0.7531663,0.9999385390617149,2
SGOL1,-0.5396157,0.9999385390617149,2
ZNF19,-0.75458556,0.9999385390617149,2
USP3-AS1,-0.8175073,0.9999385390617149,2
ZNF483,-0.8098641,0.9999385390617149,2
IFT172,-0.62853205,0.9999385390617149,2
MYO1E,-0.76071113,0.9999385390617149,2
ZNF813,-0.6451296,0.9999385390617149,2
BEST4,-0.75105906,0.9999385390617149,2
ZBTB5,-0.9467802,0.9999385390617149,2
TOP2A,-0.9821849,0.9999385390617149,2
PLEKHA7,-0.7017371,0.9999385390617149,2
AVIL,-0.89123076,0.9999385390617149,2
TNKS2-AS1,-0.709323,0.9999385390617149,2
FAXDC2,-1.1592444,0.9999385390617149,2
ACOT11,-1.0701905,0.9999385390617149,2
WBP2NL,-1.0282985,0.9999385390617149,2
CEACAM1,-0.80651635,0.9999385390617149,2
NOS3,-0.89600843,0.9999385390617149,2
RP11-385F7.1,-0.8877445,0.9999385390617149,2
CTD-2369P2.2,-0.7961406,0.9999385390617149,2
KLHL3,-0.87266064,0.9999385390617149,2
FSD1,-1.1253494,0.9999385390617149,2
PYGM,-0.72888434,0.9999385390617149,2
PRKAR2B,-1.3650303,0.9999385390617149,2
HSPA1L,-0.83046776,0.9999385390617149,2
HSD17B14,-0.74424237,0.9999385390617149,2
TAS2R14,-0.94625324,0.9999385390617149,2
DNASE1L3,-1.4396704,0.9999385390617149,2
RFPL2,-1.2371972,0.9999385390617149,2
RP11-181C3.1,-0.90619975,0.9999385390617149,2
IRAK1BP1,-1.0500741,0.9999385390617149,2
CRTC1,-0.26507527,0.9999385390617149,2
RP5-1021I20.1,-1.0103326,0.9999385390617149,2
EML6,-1.2110875,0.9999385390617149,2
ZNF80,-1.1306591,0.9999385390617149,2
PLLP,-0.88111097,0.9999385390617149,2
THBS1,-1.1678975,0.9999385390617149,2
ABCD2,-0.9787735,0.9999385390617149,2
C1orf198,-1.3621677,0.9999385390617149,2
HIST1H4H,-0.8423155,0.9999385390617149,2
PRMT5-AS1,-0.96160644,0.9999385390617149,2
KLHL2,-0.2913693,0.9999385390617149,2
NBPF12,-0.2683361,0.9999385390617149,2
AP5Z1,-0.248374,0.9999385390617149,2
MED12,-0.05525374,0.9999385390617149,2
ZMAT5,0.005365479,0.9999385390617149,2
FAM120B,-0.051614694,0.9999385390617149,2
RNASEH1,-0.11405176,0.9999385390617149,2
MIR181A1HG,0.054808825,0.9999385390617149,2
FAM149B1,-0.09005435,0.9999385390617149,2
TMEM107,-0.09652556,0.9999385390617149,2
CFLAR,0.0066766376,0.9999385390617149,2
KB-431C1.4,-0.086431794,0.9999385390617149,2
CEP85,-0.026808968,0.9999385390617149,2
CASP5,-0.18593262,0.9999385390617149,2
CDHR3,0.015149574,0.9999385390617149,2
C9orf3,0.034290127,0.9999385390617149,2
WDPCP,-0.039303683,0.9999385390617149,2
AC062017.1,-0.20510742,0.9999385390617149,2
ERCC8,-0.15572605,0.9999385390617149,2
EPT1,-0.3372044,0.9999385390617149,2
ZNRD1-AS1,-0.21724172,0.9999385390617149,2
CENPN,0.23562208,0.9999385390617149,2
CAPN10-AS1,-0.3489176,0.9999385390617149,2
CD3EAP,-0.39377058,0.9999385390617149,2
NAB2,-0.40860417,0.9999385390617149,2
FAM134A,-0.020129444,0.9999385390617149,2
GOLGB1,-0.07001809,0.9999385390617149,2
TRIM14,0.0192486,0.9999385390617149,2
GALNT7,-0.50104165,0.9999385390617149,2
ZNF12,-0.57844627,0.9999385390617149,2
DROSHA,0.026596671,0.9999385390617149,2
AL139099.1,-0.51302433,0.9999385390617149,2
ZNF248,-0.70789963,0.9999385390617149,2
TSC1,-0.022533478,0.9999385390617149,2
SCLY,-0.5637739,0.9999385390617149,2
ZNFX1,-0.012927585,0.9999385390617149,2
ARRDC5,-0.6304821,0.9999385390617149,2
TNF,-0.23806198,0.9999385390617149,2
YTHDF3-AS1,0.009111143,0.9999385390617149,2
PPP1R16A,-0.090617985,0.9999385390617149,2
PCK2,-0.11253216,0.9999385390617149,2
PARP3,-0.08659461,0.9999385390617149,2
THAP4,-0.17799544,0.9999385390617149,2
EYA3,-0.16124941,0.9999385390617149,2
C1orf50,0.027289877,0.9999385390617149,2
RRM2B,-0.280805,0.9999385390617149,2
FBXL17,-0.17673644,0.9999385390617149,2
KIAA1109,0.058986623,0.9999385390617149,2
BANF1,0.00035806815,0.9999385390617149,2
APOLD1,0.08818353,0.9999385390617149,2
SPAST,-0.23467225,0.9999385390617149,2
MGA,-0.35365412,0.9999385390617149,2
GOLGA1,-0.21134017,0.9999385390617149,2
NUDT18,-0.2040334,0.9999385390617149,2
UBE3C,-0.16408052,0.9999385390617149,2
MAPK3,-0.12133839,0.9999385390617149,2
SEC24A,-0.3590535,0.9999385390617149,2
NMRAL1,-0.046278983,0.9999385390617149,2
SLC2A8,-0.37002212,0.9999385390617149,2
ZNF205-AS1,-21.08575,0.9999385390617149,2
RP11-279O9.4,-20.759424,0.9999385390617149,2
MYCBP2-AS1,-21.097586,0.9999385390617149,2
CTC-550B14.7,-21.221354,0.9999385390617149,2
PKMYT1,-20.405056,0.9999385390617149,2
SEC14L5,-21.131119,0.9999385390617149,2
VPREB1,-20.321362,0.9999385390617149,2
WNT10B,-21.27143,0.9999385390617149,2
ARHGEF10,-21.083054,0.9999385390617149,2
RP11-379K17.4,-21.166798,0.9999385390617149,2
RAPGEF3,-21.041782,0.9999385390617149,2
C9orf24,-20.970648,0.9999385390617149,2
RP11-540O11.6,-21.111828,0.9999385390617149,2
CCDC163P,-21.543459,0.9999385390617149,2
SCARF2,-21.26435,0.9999385390617149,2
RP4-561L24.3,-21.015997,0.9999385390617149,2
RP11-302B13.5,-21.231573,0.9999385390617149,2
RP4-798A10.7,-20.918285,0.9999385390617149,2
PANK1,-21.198841,0.9999385390617149,2
RP11-137H2.4,-21.30617,0.9999385390617149,2
AC110771.1,-21.04976,0.9999385390617149,2
TRBV11-2,-21.046047,0.9999385390617149,2
ADIRF,-21.008068,0.9999385390617149,2
CTB-91J4.1,-21.240812,0.9999385390617149,2
RP11-290D2.3,-21.231194,0.9999385390617149,2
CCDC3,-21.242264,0.9999385390617149,2
CUBN,-21.02562,0.9999385390617149,2
RP11-138I18.2,-21.253534,0.9999385390617149,2
TRIM54,-20.829485,0.9999385390617149,2
DACT1,-21.091978,0.9999385390617149,2
AC024940.1,-21.171032,0.9999385390617149,2
ESR2,-21.363804,0.9999385390617149,2
AP001412.1,-21.368406,0.9999385390617149,2
SRRM5,-21.012077,0.9999385390617149,2
RP11-260M2.1,-21.088692,0.9999385390617149,2
AC104699.1,-20.742136,0.9999385390617149,2
RP11-56G10.2,-21.022,0.9999385390617149,2
NUDT12,-21.402378,0.9999385390617149,2
AC012074.2,-21.163551,0.9999385390617149,2
RP11-290L1.3,-20.989243,0.9999385390617149,2
KLHDC9,-21.123222,0.9999385390617149,2
BNC2,-21.15492,0.9999385390617149,2
AQP10,-21.238758,0.9999385390617149,2
AKR1CL1,-21.11039,0.9999385390617149,2
KRT86,-21.278807,0.9999385390617149,2
ZBTB8A,-21.038963,0.9999385390617149,2
TRIM61,-21.18685,0.9999385390617149,2
ZNF492,-21.305416,0.9999385390617149,2
TTC30B,-21.276588,0.9999385390617149,2
SEMA5A,-21.249228,0.9999385390617149,2
GLIPR1L2,-21.180294,0.9999385390617149,2
RP11-314O13.1,-20.743889,0.9999385390617149,2
C4orf47,-21.125614,0.9999385390617149,2
SPIRE1,-21.244265,0.9999385390617149,2
ENAH,-21.11906,0.9999385390617149,2
FAM106A,-21.192446,0.9999385390617149,2
RP3-477O4.16,-21.089518,0.9999385390617149,2
RP11-159H10.3,-21.501017,0.9999385390617149,2
COL17A1,-21.118752,0.9999385390617149,2
CEP55,-20.554047,0.9999385390617149,2
BCL2L15,-20.90211,0.9999385390617149,2
WNK3,-21.25591,0.9999385390617149,2
PRDM10,-20.763165,0.9999385390617149,2
VIPR2,-21.196383,0.9999385390617149,2
CDC6,-19.79433,0.9999385390617149,2
CECR5-AS1,-21.216175,0.9999385390617149,2
HSF2BP,-21.149109,0.9999385390617149,2
RP5-884G6.2,-21.134104,0.9999385390617149,2
RP3-380B8.4,-21.131622,0.9999385390617149,2
CDON,-20.85498,0.9999385390617149,2
NEK2,-20.453135,0.9999385390617149,2
